|id	 |ProbabilityPresence	 |Start	 |Length	 |Class	 |ProbabilityClass
Chr1	 0.9980632662773132	 834919	 749	 GAG	 1.0
Chr1	 0.9996956586837769	 835823	 364	 AP	 1.0
Chr1	 0.9808719158172607	 836322	 789	 INT	 1.0
Chr1	 0.9999182820320129	 837569	 760	 RT	 1.0
Chr1	 0.999552309513092	 838619	 449	 RNASEH	 1.0
Chr1	 0.9345260858535767	 840166	 337	 RNASEH	 0.26166924834251404
Chr1	 0.9245163202285767	 852735	 875	 GAG	 0.755452573299408
Chr1	 0.9625821113586426	 853844	 268	 AP	 0.9784788489341736
Chr1	 0.9130914807319641	 862846	 540	 INT	 0.6716042757034302
Chr1	 0.936118483543396	 863449	 335	 RT	 0.9826487898826599
Chr1	 0.8365582227706909	 884752	 460	 INT	 0.9969950914382935
Chr1	 0.9992573857307434	 892733	 631	 GAG	 1.0
Chr1	 0.9999902844429016	 893964	 247	 AP	 1.0
Chr1	 0.9999551177024841	 894712	 637	 RT	 1.0
Chr1	 0.9982683062553406	 897204	 1091	 INT	 1.0
Chr1	 0.9855536222457886	 906225	 501	 GAG	 1.0
Chr1	 0.9999356269836426	 907057	 382	 AP	 1.0
Chr1	 0.996474027633667	 907491	 767	 INT	 1.0
Chr1	 0.9999977946281433	 908666	 832	 RT	 1.0
Chr1	 0.9868988990783691	 909732	 397	 RNASEH	 1.0
Chr1	 0.888710081577301	 936054	 818	 GAG	 0.9988634586334229
Chr1	 0.887317955493927	 937742	 309	 AP	 0.9407115578651428
Chr1	 0.9993735551834106	 940350	 759	 INT	 1.0
Chr1	 0.9999213814735413	 941575	 321	 RNASEH	 0.9999994039535522
Chr1	 0.9978559017181396	 942235	 489	 RT	 0.9999700784683228
Chr1	 0.9999679327011108	 943055	 286	 AP	 0.9999973177909851
Chr1	 0.8875472545623779	 943481	 886	 GAG	 1.0
Chr1	 0.9999967217445374	 944947	 1039	 INT	 1.0
Chr1	 0.8989466428756714	 946559	 211	 RNASEH	 0.10914886742830276
Chr1	 0.9996505379676819	 947020	 257	 RNASEH	 0.9972214102745056
Chr1	 0.9999921321868896	 947524	 731	 RT	 1.0
Chr1	 0.9845319986343384	 948667	 283	 AP	 0.6970454454421997
Chr1	 0.9519020915031433	 958782	 360	 RT	 0.28287023305892944
Chr1	 0.8732179999351501	 959453	 306	 RT	 0.21500025689601898
Chr1	 0.934277355670929	 984959	 292	 RNASEH	 0.9372721314430237
Chr1	 0.8960443735122681	 985668	 316	 RT	 0.9934394955635071
Chr1	 0.9386057257652283	 995363	 297	 RNASEH	 0.8830801844596863
Chr1	 0.8034327030181885	 996247	 265	 RT	 0.8227687478065491
Chr1	 0.8700923919677734	 1040945	 330	 RT	 0.9424747228622437
Chr1	 0.9726232290267944	 1125239	 327	 RNASEH	 0.024563780054450035
Chr1	 0.9031243920326233	 1163240	 364	 RT	 0.9630746841430664
Chr1	 0.9784578084945679	 1177144	 827	 GAG	 0.9945329427719116
Chr1	 0.9636821150779724	 1190454	 280	 AP	 0.9997656345367432
Chr1	 0.9627337455749512	 1193356	 297	 RNASEH	 0.9545371532440186
Chr1	 0.957064688205719	 1258829	 265	 RNASEH	 0.9999998211860657
Chr1	 0.9945353865623474	 1259352	 525	 RT	 1.0
Chr1	 0.9145952463150024	 1260545	 492	 INT	 0.9999986290931702
Chr1	 0.9240346550941467	 1261445	 586	 GAG	 1.0
Chr1	 0.9361024498939514	 1263266	 707	 GAG	 1.0
Chr1	 0.9997807145118713	 1307942	 610	 RT	 1.0
Chr1	 0.9966835975646973	 1309353	 675	 INT	 1.0
Chr1	 0.9702965021133423	 1310073	 408	 AP	 1.0
Chr1	 0.9887109398841858	 1310819	 557	 GAG	 1.0
Chr1	 0.9757607579231262	 1358956	 335	 RT	 0.47535908222198486
Chr1	 0.8688440322875977	 1360463	 675	 GAG	 0.9999992251396179
Chr1	 0.8941901922225952	 1409745	 313	 RNASEH	 0.9916012287139893
Chr1	 0.9760211110115051	 1410034	 332	 RNASEH	 0.3336724042892456
Chr1	 0.957334578037262	 1410653	 330	 AP	 0.8957177996635437
Chr1	 0.8802215456962585	 1423834	 237	 AP	 0.9991099238395691
Chr1	 0.8152493238449097	 1441342	 277	 AP	 0.19154679775238037
Chr1	 0.9080734252929688	 1453959	 525	 INT	 0.9829986691474915
Chr1	 0.9999998807907104	 1467956	 1196	 INT	 1.0
Chr1	 0.9998237490653992	 1469285	 360	 RNASEH	 0.9999999403953552
Chr1	 0.9967746734619141	 1469759	 416	 RT	 0.999949038028717
Chr1	 0.9963579773902893	 1474926	 315	 AP	 0.999996542930603
Chr1	 0.8167949318885803	 1475743	 446	 GAG	 1.0
Chr1	 0.9229247570037842	 1498249	 516	 ENV	 0.4334181547164917
Chr1	 0.8587696552276611	 1520443	 758	 GAG	 0.7909170985221863
Chr1	 0.9807348251342773	 1525546	 613	 GAG	 0.972152829170227
Chr1	 0.9645582437515259	 1552148	 588	 INT	 0.9957958459854126
Chr1	 0.9951689839363098	 1586635	 794	 GAG	 1.0
Chr1	 0.9999967217445374	 1587874	 259	 AP	 1.0
Chr1	 0.9999032616615295	 1588611	 576	 RT	 1.0
Chr1	 0.9483610391616821	 1589727	 299	 RNASEH	 0.9999949932098389
Chr1	 0.9996498823165894	 1590911	 1051	 INT	 1.0
Chr1	 0.969959557056427	 1610425	 937	 GAG	 0.9995510578155518
Chr1	 0.9685944318771362	 1611628	 360	 AP	 0.9999952912330627
Chr1	 0.9921982884407043	 1612019	 815	 INT	 1.0
Chr1	 0.99998939037323	 1613228	 785	 RT	 1.0
Chr1	 0.9999337196350098	 1614270	 480	 RNASEH	 0.9999937415122986
Chr1	 0.8620388507843018	 1755741	 287	 RNASEH	 0.9997067451477051
Chr1	 0.8353726863861084	 1765266	 649	 INT	 0.17823974788188934
Chr1	 0.8418097496032715	 1766224	 284	 RNASEH	 0.8348752856254578
Chr1	 0.8476296067237854	 1793350	 638	 ENV	 0.9422809481620789
Chr1	 0.8647403717041016	 1822046	 732	 GAG	 0.9999939203262329
Chr1	 0.8254882097244263	 1828152	 297	 AP	 0.9765647053718567
Chr1	 0.8819423317909241	 1828757	 666	 GAG	 1.0
Chr1	 0.924554705619812	 1836656	 530	 INT	 0.4804498851299286
Chr1	 0.9342786073684692	 1851840	 241	 RT	 0.8163708448410034
Chr1	 0.9592756628990173	 1868347	 638	 GAG	 0.9856503009796143
Chr1	 0.9448819756507874	 1877757	 304	 AP	 0.9897523522377014
Chr1	 0.8391912579536438	 1977728	 630	 ENV	 0.974745512008667
Chr1	 0.9402530789375305	 2002330	 267	 RNASEH	 0.10514171421527863
Chr1	 0.9227294921875	 2036833	 687	 ENV	 0.5399768352508545
Chr1	 0.9619308710098267	 2051241	 381	 RT	 0.9975234866142273
Chr1	 0.8400493860244751	 2076256	 509	 INT	 0.13322806358337402
Chr1	 0.9672322869300842	 2094550	 649	 INT	 0.029231630265712738
Chr1	 0.9754846692085266	 2182892	 1060	 INT	 1.0
Chr1	 0.9994150996208191	 2184752	 336	 RNASEH	 0.9993832111358643
Chr1	 0.840317964553833	 2185241	 283	 RNASEH	 0.9999935626983643
Chr1	 0.9999991059303284	 2185754	 634	 RT	 1.0
Chr1	 0.9983997941017151	 2186916	 241	 AP	 0.9999989867210388
Chr1	 0.8589575886726379	 2227047	 492	 INT	 0.8896140456199646
Chr1	 0.8890551924705505	 2257756	 752	 GAG	 0.9718677401542664
Chr1	 0.8339598774909973	 2265149	 608	 GAG	 1.0
Chr1	 0.861656129360199	 2274045	 505	 GAG	 1.0
Chr1	 0.9762272238731384	 2337544	 711	 GAG	 1.0
Chr1	 0.8684471845626831	 2346141	 244	 RT	 0.07499592751264572
Chr1	 0.9564360976219177	 2357036	 306	 RNASEH	 0.9999860525131226
Chr1	 0.9937126040458679	 2357640	 465	 RT	 0.9999881386756897
Chr1	 0.9132493138313293	 2363352	 266	 AP	 0.14322827756404877
Chr1	 0.9433621168136597	 2365347	 325	 AP	 0.03764888644218445
Chr1	 0.8359081149101257	 2365836	 517	 INT	 0.9991780519485474
Chr1	 0.9128408432006836	 2384349	 269	 RT	 0.7617061138153076
Chr1	 0.9921573400497437	 2387944	 328	 AP	 0.9697943329811096
Chr1	 0.8020818829536438	 2388448	 271	 AP	 0.8548898100852966
Chr1	 0.9607186317443848	 2404746	 350	 RT	 0.041819725185632706
Chr1	 0.8734022378921509	 2441236	 641	 GAG	 1.0
Chr1	 0.9979085922241211	 2442073	 359	 AP	 1.0
Chr1	 0.9261332750320435	 2442519	 676	 INT	 1.0
Chr1	 0.9976266622543335	 2443674	 799	 RT	 1.0
Chr1	 0.9977424740791321	 2444713	 430	 RNASEH	 1.0
Chr1	 0.9811044931411743	 2461628	 713	 INT	 0.6585530638694763
Chr1	 0.8929235339164734	 2469365	 563	 GAG	 0.9999858140945435
Chr1	 0.9932366013526917	 2506814	 444	 RNASEH	 1.0
Chr1	 0.9998756051063538	 2507537	 705	 RT	 1.0
Chr1	 0.9998623132705688	 2508622	 785	 INT	 1.0
Chr1	 0.9683021903038025	 2509360	 482	 AP	 1.0
Chr1	 0.9943202137947083	 2509865	 803	 GAG	 1.0
Chr1	 0.9999710917472839	 2535840	 400	 RNASEH	 0.9998564124107361
Chr1	 0.9999324679374695	 2536571	 732	 RT	 1.0
Chr1	 0.9562135338783264	 2538734	 254	 AP	 0.9999823570251465
Chr1	 0.8336368799209595	 2570445	 561	 GAG	 0.9999998807907104
Chr1	 0.9427103996276855	 2580946	 525	 GAG	 0.9847831726074219
Chr1	 0.974311888217926	 2585938	 688	 GAG	 0.7381729483604431
Chr1	 0.9917182922363281	 2601373	 273	 AP	 0.9999309778213501
Chr1	 0.8810466527938843	 2669944	 519	 INT	 0.8784618377685547
Chr1	 0.9072765707969666	 2671747	 565	 INT	 0.9250764846801758
Chr1	 0.8744193911552429	 2674949	 755	 GAG	 0.32356178760528564
Chr1	 0.9534248113632202	 2681971	 570	 INT	 0.9766939282417297
Chr1	 0.9059430956840515	 2683036	 316	 RT	 0.991245687007904
Chr1	 0.8381519913673401	 2683366	 274	 RT	 0.9995856285095215
Chr1	 0.9088913798332214	 2690048	 467	 INT	 0.8878973722457886
Chr1	 0.9053872227668762	 2691035	 714	 GAG	 0.6944010257720947
Chr1	 0.8632649779319763	 2720238	 293	 AP	 0.9068444967269897
Chr1	 0.9477956891059875	 2720661	 700	 GAG	 0.9999759793281555
Chr1	 0.8741911053657532	 2729547	 301	 AP	 0.2688424289226532
Chr1	 0.9128561615943909	 2742857	 799	 GAG	 0.9999993443489075
Chr1	 0.9909096360206604	 2761347	 351	 RNASEH	 0.9953052997589111
Chr1	 0.8882090449333191	 2762043	 320	 AP	 0.5040686130523682
Chr1	 0.9947367310523987	 2766835	 690	 GAG	 0.9940050840377808
Chr1	 0.925064742565155	 2779763	 729	 GAG	 0.908189594745636
Chr1	 0.9322481751441956	 2788752	 619	 GAG	 0.999999463558197
Chr1	 0.9110192060470581	 2806646	 255	 AP	 0.16573606431484222
Chr1	 0.8000344634056091	 2828154	 705	 GAG	 0.8828478455543518
Chr1	 0.988581657409668	 2830958	 742	 GAG	 0.9987577795982361
Chr1	 0.9654512405395508	 2831858	 502	 INT	 0.4198925793170929
Chr1	 0.9393807053565979	 2834948	 551	 GAG	 1.0
Chr1	 0.9775119423866272	 2841240	 684	 GAG	 0.979194164276123
Chr1	 0.8562796115875244	 2847546	 952	 GAG	 0.9854224324226379
Chr1	 0.9351568818092346	 2865346	 592	 INT	 0.6965010762214661
Chr1	 0.9982349276542664	 2866052	 420	 RT	 0.9285874366760254
Chr1	 0.8818953037261963	 2880473	 637	 INT	 0.5528382062911987
Chr1	 0.9880877137184143	 2881325	 285	 AP	 0.36722299456596375
Chr1	 0.879378616809845	 2890728	 291	 RNASEH	 0.9949560761451721
Chr1	 0.9675137400627136	 2891350	 347	 RT	 0.9976462721824646
Chr1	 0.9898613095283508	 2892546	 295	 AP	 0.5423264503479004
Chr1	 0.9976012110710144	 2910735	 583	 GAG	 1.0
Chr1	 0.9998171925544739	 2911962	 248	 AP	 0.9999997019767761
Chr1	 0.9834721684455872	 2912555	 351	 RT	 0.9918739199638367
Chr1	 0.9814398288726807	 2924037	 307	 RNASEH	 0.9969204664230347
Chr1	 0.8681675791740417	 2924669	 624	 INT	 0.8834306597709656
Chr1	 0.9797645211219788	 2935977	 607	 GAG	 0.9999995231628418
Chr1	 0.9743227362632751	 2937082	 259	 AP	 0.9999901652336121
Chr1	 0.9969193935394287	 2945018	 1103	 INT	 1.0
Chr1	 0.9697195887565613	 2948917	 544	 INT	 0.40441128611564636
Chr1	 0.9473088979721069	 2995853	 342	 RT	 0.39417555928230286
Chr1	 0.9350350499153137	 3059135	 650	 GAG	 0.8894068598747253
Chr1	 0.9990646243095398	 3068454	 346	 RNASEH	 0.34739944338798523
Chr1	 0.9529767036437988	 3079559	 533	 INT	 0.42044952511787415
Chr1	 0.967352569103241	 3080167	 305	 RNASEH	 0.5967378616333008
Chr1	 0.9619349837303162	 3080854	 540	 INT	 0.9997764229774475
Chr1	 0.9999498128890991	 3161344	 981	 INT	 0.9999983310699463
Chr1	 0.9812808632850647	 3163180	 315	 RNASEH	 0.9999998807907104
Chr1	 0.9988934397697449	 3163691	 564	 RT	 0.9999962449073792
Chr1	 0.8614027500152588	 3164355	 346	 RNASEH	 0.674562931060791
Chr1	 0.996396005153656	 3165650	 289	 AP	 0.9999974370002747
Chr1	 0.9470263123512268	 3169432	 796	 GAG	 0.4171179234981537
Chr1	 0.903323769569397	 3198450	 315	 RNASEH	 0.8622997999191284
Chr1	 0.9713732004165649	 3210823	 605	 GAG	 1.0
Chr1	 0.9986925721168518	 3211824	 280	 AP	 1.0
Chr1	 0.9712716937065125	 3212420	 658	 RT	 1.0
Chr1	 0.9854717254638672	 3213197	 384	 RNASEH	 0.9999972581863403
Chr1	 0.9999998211860657	 3213850	 1098	 INT	 0.9999999403953552
Chr1	 0.8128769993782043	 3223253	 411	 INT	 0.4825138449668884
Chr1	 0.987506628036499	 3224060	 339	 RNASEH	 0.0674927830696106
Chr1	 0.9506222009658813	 3224846	 337	 AP	 0.994623601436615
Chr1	 0.994966983795166	 3230885	 461	 RNASEH	 0.9991087913513184
Chr1	 0.9999275207519531	 3231623	 708	 RT	 1.0
Chr1	 0.9994915723800659	 3232715	 701	 INT	 1.0
Chr1	 0.9569430947303772	 3233657	 308	 AP	 0.9999992251396179
Chr1	 0.9267463684082031	 3233956	 889	 GAG	 1.0
Chr1	 0.9083561301231384	 3261750	 287	 RNASEH	 0.9340577721595764
Chr1	 0.8298695087432861	 3284455	 544	 INT	 0.9999056458473206
Chr1	 0.928024411201477	 3330264	 273	 RNASEH	 0.9752325415611267
Chr1	 0.8911085724830627	 3333541	 260	 RNASEH	 0.09989301860332489
Chr1	 0.9117223620414734	 3359529	 550	 INT	 0.9999503493309021
Chr1	 0.8494194149971008	 3389069	 757	 GAG	 0.999912679195404
Chr1	 0.9852323532104492	 3432933	 650	 INT	 0.9999577403068542
Chr1	 0.9069601893424988	 3490673	 686	 GAG	 0.9992209076881409
Chr1	 0.8830192685127258	 3563671	 322	 AP	 0.9331402778625488
Chr1	 0.9063202142715454	 3563965	 263	 AP	 0.3090417683124542
Chr1	 0.8768091797828674	 3566755	 281	 RNASEH	 0.8700070977210999
Chr1	 0.9842742085456848	 3576257	 294	 AP	 0.9771662354469299
Chr1	 0.8232711553573608	 3738356	 256	 AP	 0.5628448724746704
Chr1	 0.9737228751182556	 3739458	 360	 RNASEH	 0.29248496890068054
Chr1	 0.8351282477378845	 3740356	 295	 RT	 0.8067313432693481
Chr1	 0.9709812998771667	 3741237	 246	 RT	 0.024207357317209244
Chr1	 0.8825830221176147	 3751542	 845	 GAG	 0.9999998807907104
Chr1	 0.9016163349151611	 3757831	 531	 GAG	 1.0
Chr1	 0.9350202679634094	 3764449	 957	 GAG	 0.9975644946098328
Chr1	 0.9937294125556946	 3770559	 662	 GAG	 0.9999969005584717
Chr1	 0.9029286503791809	 3785249	 236	 AP	 0.9998788237571716
Chr1	 0.9775991439819336	 3867144	 655	 INT	 0.15126655995845795
Chr1	 0.9641612768173218	 3868840	 493	 INT	 0.9586430191993713
Chr1	 0.8430623412132263	 3896161	 664	 GAG	 0.997501790523529
Chr1	 0.8548490405082703	 3903443	 886	 GAG	 0.9999881386756897
Chr1	 0.9561896324157715	 3920842	 346	 AP	 0.8572102189064026
Chr1	 0.8589693307876587	 3921451	 654	 GAG	 1.0
Chr1	 0.8893900513648987	 3960944	 528	 INT	 0.2620598077774048
Chr1	 0.8247708082199097	 3985348	 597	 INT	 0.9035629630088806
Chr1	 0.9881524443626404	 3991246	 522	 INT	 0.32709458470344543
Chr1	 0.9861980080604553	 4016640	 325	 RNASEH	 0.8879724740982056
Chr1	 0.9334787130355835	 4024750	 227	 RNASEH	 0.5949687361717224
Chr1	 0.9905518293380737	 4027941	 271	 RNASEH	 0.8541585206985474
Chr1	 0.8192753791809082	 4028848	 293	 AP	 0.7319723963737488
Chr1	 0.9246522784233093	 4035745	 562	 INT	 0.9916013479232788
Chr1	 0.8330482840538025	 4036539	 262	 AP	 0.33508172631263733
Chr1	 0.8922669291496277	 4039360	 252	 AP	 0.9544966816902161
Chr1	 0.9437630772590637	 4040053	 288	 RNASEH	 0.9737538695335388
Chr1	 0.8363624811172485	 4064747	 283	 RT	 0.4052225947380066
Chr1	 0.8073260188102722	 4065751	 786	 GAG	 0.9931581020355225
Chr1	 0.8522460460662842	 4086328	 260	 RNASEH	 0.544560968875885
Chr1	 0.9943413734436035	 4106130	 697	 INT	 0.7111068964004517
Chr1	 0.848691463470459	 4156650	 634	 INT	 0.19870445132255554
Chr1	 0.8674320578575134	 4161649	 623	 INT	 0.10645972192287445
Chr1	 0.8662227392196655	 4162858	 282	 AP	 0.27943575382232666
Chr1	 0.9983763694763184	 4187824	 483	 RNASEH	 1.0
Chr1	 0.9997141361236572	 4188550	 655	 RT	 1.0
Chr1	 0.9999054670333862	 4189629	 782	 INT	 1.0
Chr1	 0.9941278696060181	 4190450	 398	 AP	 1.0
Chr1	 0.9829763174057007	 4190867	 749	 GAG	 1.0
Chr1	 0.8899389505386353	 4242244	 841	 GAG	 0.8443476557731628
Chr1	 0.9281556606292725	 4307957	 511	 INT	 0.3896511197090149
Chr1	 0.8767309188842773	 4309757	 567	 INT	 0.5510618686676025
Chr1	 0.8571495413780212	 4314236	 600	 ENV	 0.41124242544174194
Chr1	 0.9728133678436279	 4375844	 347	 RT	 0.6086221933364868
Chr1	 0.9568772315979004	 4400764	 1091	 GAG	 0.9991073608398438
Chr1	 0.9860210418701172	 4411156	 655	 GAG	 0.9390726089477539
Chr1	 0.9816690683364868	 4462826	 718	 INT	 0.9568595886230469
Chr1	 0.9952033162117004	 4464436	 593	 GAG	 1.0
Chr1	 0.8975121378898621	 4465650	 371	 RT	 0.9975979924201965
Chr1	 0.995241105556488	 4473759	 1005	 INT	 0.9999991655349731
Chr1	 0.999988853931427	 4479561	 604	 RT	 0.9999561905860901
Chr1	 0.9999942779541016	 4480726	 254	 AP	 1.0
Chr1	 0.9951284527778625	 4481171	 1090	 GAG	 1.0
Chr1	 0.9752236008644104	 4495553	 656	 INT	 0.9205355048179626
Chr1	 0.9603457450866699	 4515139	 686	 ENV	 0.8929515480995178
Chr1	 0.9989679455757141	 4551122	 497	 RNASEH	 1.0
Chr1	 0.9999951124191284	 4551845	 742	 RT	 1.0
Chr1	 0.9817906618118286	 4553149	 555	 INT	 1.0
Chr1	 0.9890676736831665	 4553672	 374	 AP	 1.0
Chr1	 0.971572995185852	 4571855	 680	 GAG	 0.9990044832229614
Chr1	 0.8107950687408447	 4576047	 250	 RNASEH	 0.5133739113807678
Chr1	 0.9999698400497437	 4603855	 1132	 INT	 1.0
Chr1	 0.9848514199256897	 4605687	 315	 RNASEH	 0.9999991655349731
Chr1	 0.996891975402832	 4606713	 632	 RT	 1.0
Chr1	 0.9999696612358093	 4607863	 255	 AP	 1.0
Chr1	 0.998359739780426	 4608918	 499	 GAG	 0.9999991655349731
Chr1	 0.967297375202179	 4639844	 279	 RNASEH	 0.9999977350234985
Chr1	 0.9817782640457153	 4640369	 491	 RT	 0.9999932050704956
Chr1	 0.9801418781280518	 4641948	 305	 AP	 0.9996054768562317
Chr1	 0.935204803943634	 4642459	 652	 GAG	 1.0
Chr1	 0.8576096296310425	 4644345	 612	 GAG	 1.0
Chr1	 0.8790974617004395	 4695434	 686	 INT	 0.4192078709602356
Chr1	 0.8888933658599854	 4732840	 615	 INT	 0.9988548159599304
Chr1	 0.828948974609375	 4733558	 292	 AP	 0.5709214806556702
Chr1	 0.8174755573272705	 4734035	 275	 AP	 0.7688153982162476
Chr1	 0.9725543260574341	 4734527	 637	 GAG	 0.9998005628585815
Chr1	 0.997641384601593	 4776652	 417	 RNASEH	 0.9999988079071045
Chr1	 0.9639034271240234	 4777429	 674	 RT	 1.0
Chr1	 0.9953429102897644	 4778715	 665	 INT	 1.0
Chr1	 0.9911442995071411	 4779464	 416	 AP	 0.9998777508735657
Chr1	 0.9849339723587036	 4780034	 945	 GAG	 1.0
Chr1	 0.8180189728736877	 4791930	 287	 RT	 0.22366733849048615
Chr1	 0.9739384055137634	 4793453	 561	 INT	 0.47983118891716003
Chr1	 0.9682323336601257	 4793948	 302	 AP	 0.4153284728527069
Chr1	 0.8337974548339844	 4795449	 560	 INT	 0.9972172975540161
Chr1	 0.8703336119651794	 4838636	 549	 GAG	 1.0
Chr1	 0.8690690994262695	 4840154	 604	 ENV	 0.9648966789245605
Chr1	 0.9924622774124146	 4841355	 272	 AP	 0.155262753367424
Chr1	 0.9950366616249084	 4857725	 611	 GAG	 1.0
Chr1	 0.9999991059303284	 4858964	 258	 AP	 1.0
Chr1	 0.9969325661659241	 4859939	 423	 RT	 0.9999992847442627
